Asset_Name,Reason_Comments,Total_Count_Reason_Comment,Reason_ActionTaken,Total_Count_ActionTaken,Location
sp35,intl_line breakdown due e/f,4,line charged,1,bothe
sp35,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp35,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp35,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp35,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp35,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp35,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp35,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp35,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp35,intl_wtg shut oms,2,intl_wtg shut oms cls warning clearing work(13:17-15:47),1,bothe
sp35,intl_wtg shut oms,2,shut oms team cls warning rectification work,1,bothe
sp35,intl_wtg shut oms (11:47-12:41),1,intl_wtg shut oms cls warning clearing yaw system inspection work(11:47-12:41),1,bothe
sp35,intl_wtg shut oms (13:08-14:14),1,intl_wtg shut oms m1 software updation yaw system inspection work (13:08-14:14),1,bothe
sp35,intl_wtg shut oms (13:44-13:50),1,intl_wtg shut oms blade visual inspection work(13:44-13:50),1,bothe
sp35,intl_wtg shut oms (16:20-17:38),1,intl_wtg shut oms sagar asia lift checking panel thermography work(16:20-17:38),1,bothe
sp35,intl_wtg shut oms (18:32-19:44),1,intl_wtg shut oms cls warning clearing work(18:32-19:44),1,bothe
sp35,mech switchtwistccw endstop (12:33-14:45),1,mech switchtwistccw endstop attend wtg found yaw ccw twist sensor activated removed cable twist set twist stop north sensor start wtg (12:33-14:45),1,bothe
sp35,pitch cls pinion grease,1,manually reset,1,bothe
sp35,pitch cls piniongrease,1,grease work done & manually reset,1,bothe
sp35,pitch cls piniongrease (1:40-1:46),1,reset,1,bothe
sp35,pitch cls piniongrease (2:20-2:26),1,reset,1,bothe
sp35,pitch cls slewringgrease,3,manually reset,1,bothe
sp35,pitch cls slewringgrease,3,pitch cls slewringgrease,1,bothe
sp35,pitch cls slewringgrease,3,reset start,1,bothe
sp35,pitch cls slewringgrease (4:08-4:14),1,reset,1,bothe
sp35,wtg preventive maintenance,1,half yearly wtg pm,1,bothe
sp35,wtg preventive maintenance (10:08-16:56),1,wtg preventive maintenance done (10:08-16:56),1,bothe
sp36,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp36,cls slewring pump stop,6,check & reset,1,bothe
sp36,cls slewring pump stop,6,checked reset,1,bothe
sp36,cls slewring pump stop,6,manually reset,1,bothe
sp36,cls slewring pump stop,6,reset,2,bothe
sp36,cls slewring pump stop,6,reset start,1,bothe
sp36,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp36,dfig grid fault (13:54-16:12),1,found l3 ct failure,1,bothe
sp36,elec lvrt batterychange,1,elec lvrt batterychange,1,bothe
sp36,extl_shut taken developer fdr 6,1,FALSE,1,bothe
sp36,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp36,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp36,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp36,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp36,ht yard maintenance (12:19-14:55),1,ht yard pm done,1,bothe
sp36,humiditytopbottompanelhighstop,1,humiditytopbottompanelhighstop,1,bothe
sp36,humiditytopbottompanelhighstop (1:01-2:07),1,humiditytopbottompanelhighstop,1,bothe
sp36,intl wtg shut oms,7,intl wtg shut oms dfig coolant replacement work preventive maintenance done controller mode,6,bothe
sp36,intl wtg shut oms,7,intl wtg shut oms dfig coolant replacement work preventive maintenance done controller mode 5 hrs,1,bothe
sp36,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp36,intl_line breakdown due e/f,4,line charged,1,bothe
sp36,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp36,intl_line breakdown due e/f (14:46-14:52),1,line charged,1,bothe
sp36,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp36,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp36,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp36,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp36,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp36,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp36,intl_wtg shut oms,6,inspection done,5,bothe
sp36,intl_wtg shut oms,6,intl_wtg shut oms transformer oil sample & bdv testing work,1,bothe
sp36,intl_wtg shut oms (11:07-11:25),1,intl_wtg shut oms m1 controller software updation work(11:07-11:25),1,bothe
sp36,intl_wtg shut oms (11:37-15:25),1,shut oms team cls warning clearing work.(11:37-15:25),1,bothe
sp36,intl_wtg shut oms (12:51-13:03),1,intl_wtg shut oms wtg panel thermography work(12:51-13:03),1,bothe
sp36,line breakdown due e/f,1,charged & patrolling wip,1,bothe
sp36,mech rpm diffstop (13:50-13:56),1,mech rpm diffstop,1,bothe
sp36,mech switchtwistccw endstop (15:07-19:25),1,mech switchtwistccw endstopattend wtg found yaw ccw twist sensor activated removed cable twist set twist stop north sensor start wtg (15:07-19:25),1,bothe
sp36,pitch can3comfail (7:09-16:21),1,pitch can3comfail,1,bothe
sp36,pitch cls slewringgrease,4,check & reset,2,bothe
sp36,pitch cls slewringgrease,4,check reset,1,bothe
sp36,pitch cls slewringgrease,4,reset,1,bothe
sp36,pitch cls slewringgrease (9:47-10:53),1,check& reset ( delay due connectivity sp12 vcb tripped) (9:47-10:53),1,bothe
sp36,temp generatorbearing nde highstop,5,temp generatorbearing nde highstop wip,4,bothe
sp36,temp generatorbearing nde highstop,5,temp generatorbearing nde highstopattend wtg found problem gen bearing nde temp sensor replaced new one start wtg,1,bothe
sp36,temp yawmotor highstop,5,temp yawmotor highstop,4,bothe
sp36,temp yawmotor highstop,5,temp yawmotor highstop attend wtg found yaw motor 1 3 brake gap abnormal set properly take trial time yaw monitoring defect error occurred check related circuit found problem yaw motor 3 mpcb 214f2 replaced new one start wtg troubleshooting done controller mode,1,bothe
sp36,temp yawmotor highstop (11:10-14:28),1,temp yawmotor highstop attend wtg found yaw motor 2 brake assembly jam removed insert properly set brake gap also checked rep mech rpm diff stop(11:10-14:28),1,bothe
sp36,temp yawmotor highstop (14:39-17:21),1,temp yawmotor highstop,1,bothe
sp36,temp yawmotor highstop (9:33-11:33),1,temp yawmotor highstop,1,bothe
sp36,wtg preventive maintenance,1,hypm,1,bothe
sp36,wtg preventive maintenance (9:59-17:29),1,wtg preventive maintenance done(9:59-17:29),1,bothe
sp37,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp37,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp37,elec lvrt batterychange,2,elec lvrt batterychange,2,bothe
sp37,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp37,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp37,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp37,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp37,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp37,forcefull stoppage,4,suzlon vehicle issue,4,bothe
sp37,ht yard maintenance,1,half yearly wtg ht yard pm,1,bothe
sp37,ht yard maintenance (12:28-13:52),1,ht yard maintenance done (12:28-13:52),1,bothe
sp37,hyd gear oill evel low stop,1,manually reset,1,bothe
sp37,hyd gearoillevel lowstop,2,hyd gearoillevel lowstop,1,bothe
sp37,hyd gearoillevel lowstop,2,manually reset,1,bothe
sp37,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp37,intl_line breakdown due e/f,4,line charged,1,bothe
sp37,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp37,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp37,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp37,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp37,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp37,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp37,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp37,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp37,intl_wtg shut oms,1,intl_wtg shut oms transformer oil sample & bdv testing work,1,bothe
sp37,intl_wtg shut oms (11:22-11:34),1,intl_wtg shut oms m1 controller software updation work(11:22-11:34),1,bothe
sp37,intl_wtg shut oms (12:04-14:28),1,intl_wtg shut oms yaw system inspection work cls warning clearing work,1,bothe
sp37,intl_wtg shut oms (12:29-13:23),1,intl_wtg shut oms sagar asia lift panel thermography work(12:29-13:23),1,bothe
sp37,intl_wtg shut oms (16:07-18:49),1,intl_wtg shut oms sagar asia lift work(16:07-18:49),1,bothe
sp37,intl_wtg shut oms (17:24-17:48),1,intl_wtg shut oms wtg panel thermography work(17:24-17:48),1,bothe
sp37,intl_wtg shut oms ht hypm nc closing work,1,intl_wtg shut oms ht hypm nc closing work,1,bothe
sp37,line breakdown due e/f,1,charged & patrolling wip,1,bothe
sp37,mech rpm encoder proximity diffstop (0:47-1:47),1,mech rpm encoder proximity diffstop,1,bothe
sp37,mech windvane diff,1,found problem nacelle panel ptai module interchanged new bottom panel ptai module start wtg,1,bothe
sp37,pitch can2comfail (11:41-15:35),1,pitch can2comfail,1,bothe
sp37,pitch cls slewringgrease,1,reset,1,bothe
sp37,vcb tripped (16:10-17:28),1,vcb tripped,1,bothe
sp37,wtg preventive maintenance,1,hypm,1,bothe
sp37,wtg preventive maintenance (9:20-18:08),1,wtg preventive maintenance done(9:20-18:08),1,bothe
sp37,wtg shut oms,1,dfig v2 panel coolant replacement work,1,bothe
sp38,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp38,cls pitchpinion pump stop,1,reset start,1,bothe
sp38,cls slewring pump stop,5,auto reset,1,bothe
sp38,cls slewring pump stop,5,manually reset,2,bothe
sp38,cls slewring pump stop,5,reset start,2,bothe
sp38,customer request,1,visit,1,bothe
sp38,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp38,elec fb generatorfan,1,found problem gen fan motor replaced new one start wtg,1,bothe
sp38,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp38,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp38,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp38,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp38,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp38,ht yard maintenance,1,hypm,1,bothe
sp38,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp38,intl_line breakdown due e/f,4,line charged,1,bothe
sp38,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp38,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp38,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp38,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp38,intl_line breakdown due e/f (3:27-3:39),1,feeder charged,1,bothe
sp38,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp38,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp38,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp38,intl_wtg shut oms (10:13-10:25),1,intl_wtg shut oms bottom panel temp high checking work found filter mat dusty replaced new one started wtg(10:13-10:25),1,bothe
sp38,intl_wtg shut oms (11:32-13:02),1,intl_wtg shut oms cls warning clearing work(11:32-13:02),1,bothe
sp38,intl_wtg shut oms (11:57-13:03),1,intl_wtg shut oms panel thermography work(11:57-13:03),1,bothe
sp38,intl_wtg shut oms (12:57-13:09),1,intl_wtg shut oms m1 controller software updation work(12:57-13:09),1,bothe
sp38,intl_wtg shut oms (13:23-14:29),1,intl_wtg shut oms yaw system inspection work (13:23-14:29),1,bothe
sp38,intl_wtg shut oms (14:08-14:56),1,intl_wtg shut oms sagar asia lift work(14:08-14:56),1,bothe
sp38,intl_wtg shut oms (15:09-15:21),1,intl_wtg shut oms software checking work expert(15:09-15:21),1,bothe
sp38,mech switchtwistccw endstop (15:44-19:32),1,mech switchtwistccw endstopattend wtg found yaw ccw twist sensor activated removed cable twist set twist stop north sensor start wtg (15:44-19:32),1,bothe
sp38,mech windvane diff,1,mech windvane diff,1,bothe
sp38,mech windvane diff (11:15-11:27),1,mech windvane diff,1,bothe
sp38,mech windvane diff (15:45-15:51),1,reset,1,bothe
sp38,pitch can3comfail,1,found problem fc 3 replaced new one start wtg,1,bothe
sp38,pitch cls piniongrease,3,greasing done,2,bothe
sp38,pitch cls piniongrease,3,reset start,1,bothe
sp38,pitch cls slewringgrease,1,reset start,1,bothe
sp38,temp yawmotor highstop (14:05-15:35),1,temp yawmotor highstop,1,bothe
sp38,vcb tripped (0:34-2:34),1,vcb tripped,1,bothe
sp38,vcb tripped (8:10-11:34),1,vcb tripped,1,bothe
sp38,wtg preventive maintenance,1,hypm,1,bothe
sp38,wtg preventive maintenance (9:47-17:23),1,wtg preventive maintenance done (9:47-17:23),1,bothe
sp38,wtg shut oms,1,dfig v2 panel coolant replacement work,1,bothe
sp38,yawnorthsensornotdetected (5:42-5:54),1,yawnorthsensornotdetected,1,bothe
sp39,"""extl_shut taken developer sd taken ss relay & equipmant testing (10:12-14:54)",1,FALSE,1,bothe
sp39,battery voltage blade1 low stop,1,batteryvoltage blade1 lowstop,1,bothe
sp39,batteryvoltage blade1 low stop,1,batteryvoltage blade1 lowstop,1,bothe
sp39,batteryvoltage blade1 lowstop,10,attend wtg found one battery cell interconnected lug broken bb1 replaced cell new one start wtg,1,bothe
sp39,batteryvoltage blade1 lowstop,10,batteryvoltage blade1 lowstop,7,bothe
sp39,batteryvoltage blade1 lowstop,10,FALSE,2,bothe
sp39,batteryvoltage blade3 lowstop,1,attend wtg found 1 battery cell faulty replaced new one,1,bothe
sp39,cls pitchpinion pump stop,6,auto reset,1,bothe
sp39,cls pitchpinion pump stop,6,cls pitchpinion pump stop,3,bothe
sp39,cls pitchpinion pump stop,6,reset,2,bothe
sp39,cls pitchpinion pump stop (15:30-15:36),1,reset,1,bothe
sp39,cls pitchpinion pump stop (2:49-2:55),1,reset,1,bothe
sp39,cls pitchpinion pump stop (5:02-5:14),1,reset,1,bothe
sp39,cls pitchpinion pump stop (5:30-5:36),1,reset,1,bothe
sp39,cls slewring pump stop,1,cls slewring pump stop,1,bothe
sp39,cls slewring pump stop (3:20-3:32),1,reset,1,bothe
sp39,customer requestextl_shut taken developer,1,customer request extl_shut taken developer fdr 6,1,bothe
sp39,dfig inverter fault shutdown,2,reset,2,bothe
sp39,dfig inverter fault shutdown (11:54-12:12),1,dfig inverter fault shutdown,1,bothe
sp39,dfig inverter fault shutdown (14:52-14:58),1,dfig inverter fault shutdown,1,bothe
sp39,dfig inverter fault shutdown (4:43-4:55),1,dfig inverter fault shutdown,1,bothe
sp39,elec currentasymmetrylevel2 (3:39-3:45),1,elec currentasymmetrylevel2,1,bothe
sp39,extl_shut taken developer fdr 6,2,FALSE,2,bothe
sp39,extl_shut taken developer ss maint work(12:33-16:03),1,extl_shut taken developer ss maint work(12:33-16:03),1,bothe
sp39,extl_shut taken developer trafo 2 fdr 5,1,7,1,bothe
sp39,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,extl_shut taken developer trafo 2 testing work(12:15-16:45),1,bothe
sp39,extl_shut taken developer vcb inspection work,1,extl_shut taken developer vcb inspection work,1,bothe
sp39,ht yard maintenance (14:20-16:02),1,ht yard maintenance done (14:20-16:02),1,bothe
sp39,hyd systempressure detected (7:57-9:15),1,hyd systempressure detected,1,bothe
sp39,intl_line breakdown due e/f,4,feeder charged,3,bothe
sp39,intl_line breakdown due e/f,4,line charged,1,bothe
sp39,intl_line breakdown due e/f (11:26-11:38),1,feeder charged,1,bothe
sp39,intl_line breakdown due e/f (14:56-15:14),1,line charged,1,bothe
sp39,intl_line breakdown due e/f (15:25-15:37),1,feeder charged,1,bothe
sp39,intl_line breakdown due e/f (17:26-17:38),1,feeder charged,1,bothe
sp39,intl_line breakdown due e/f (3:27-3:39),1,feedercharged,1,bothe
sp39,intl_line breakdown due e/f (3:28-3:40),1,line charged,1,bothe
sp39,intl_line breakdown due e/f (8:20-8:32),1,feeder charged,1,bothe
sp39,intl_line breakdown due e/f (9:31-9:37),1,line charged,1,bothe
sp39,intl_wtg shut oms,5,cls clearing work,1,bothe
sp39,intl_wtg shut oms,5,cls warning clearing work,3,bothe
sp39,intl_wtg shut oms,5,shut oms team vibration warning work.,1,bothe
sp39,intl_wtg shut oms (11:35-11:47),1,intl_wtg shut oms wtg panel thermography work(11:35-11:47),1,bothe
sp39,intl_wtg shut oms (14:10-16:28),1,intl_wtg shut oms cls warning clearing work(14:10-16:28),1,bothe
sp39,intl_wtg shut oms (14:37-14:49),1,intl_wtg shut oms rep dfig error checking work(14:37-14:49),1,bothe
sp39,intl_wtg shut oms (15:20-15:44),1,intl_wtg shut oms m1 software updation work (15:20-15:44),1,bothe
sp39,intl_wtg shut oms (15:21-16:09),1,wtg manual stop yaw system inspection,1,bothe
sp39,intl_wtg shut oms (9:37-9:43),1,intl_wtg shut oms cls warning checking work(9:37-9:43),1,bothe
sp39,intl_wtg shut oms(14:29-15:13),1,intl_wtg shut oms dfig panel inspection work(14:29-15:13),1,bothe
sp39,line breakdown due e/f,1,charged & patrolling wip,1,bothe
sp39,mech switchtwistccw endstop (6:26-11:20),1,removed cable twist & cable twist setting done.& started wtg.,1,bothe
